title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Grande Adventures,5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Alpine Explore Nepal - Day Tours,5,81,"['Helicopter Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False,,
Cross River Rafting,5,5,"['River Rafting & Tubing', 'Kayaking & Canoeing']",False,False,False,True,False,False,False,False,False,,
Avishek Paudel,5,5,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Mystik Mountains Adventure and Holidays,5,5,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Ritual Thanka,5,5,"['Speciality & Gift Shops', 'Art Galleries']",True,True,False,False,False,False,False,False,False,,
Alpine Adventure Team,5,5,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Om Family,4,20,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Nepal Everest Base Camp Trekking Company PvtLtd,5,5,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Ace Transport,5,6,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False,,
Himaland Adventure - Nepal,5,5,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
vnepalcom,5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Pilgrims Travel & Tours,5,6,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Passages Nepal Pvt Ltd,5,11,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Great Nepal Treks & Expedition Pvt Ltd,5,17,"['Historical & Heritage Tours', 'Bike Tours']",True,True,False,False,False,False,False,False,False,,
GeTS Holidays Nepal,5,5,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Annapurna Yoga Treks,5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Foot and Shadows Private Day Tours,5,10,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Royal Mountain Trekking Nepal Pvt Ltd,5,11,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Beautiful Pokhara Adventure,4.5,19,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Kyanjin Ri,5,11,['Other Outdoor Activities'],False,False,False,False,True,False,False,False,False,,
Nepalaya Spa,5,6,['Spas'],False,False,False,False,False,True,False,False,False,,
Real Adventure Nepal - Private Day Tours,4.5,11,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Well Adventure Tours and Travel,5,6,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Kamana Transport Service,5,5,"['Bus Services', 'Taxis & Shuttles']",False,False,False,False,False,False,False,False,False,,
House of Palettes,5,5,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False,,
Aspiration Adventure,5,4,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Yeti Yoga & Healing Center,4.5,9,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
DMT Adventure,5,5,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Bodhi Tours and Treks,5,11,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Hidden Paradise Adventure,5,5,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
MyTrip2Nepal,4,16,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Shera Sherpa Adventures,5,5,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Treks Himalaya,5,66,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Corporate Travel Private Tours,5,6,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
Adventure 14 Peaks,5,13,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Inland Expeditions,5,4,['Visitor Centers'],False,False,False,False,False,False,False,False,False,,
Kathmandu Holiday Tours & Travels,5,4,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
FlashpackerConnect,5,5,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Alpha & Omega Trekking,5,5,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Om Sherpa treks,5,4,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Amrita Craft Pvt Ltd,5,6,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Vista Adventure Nepal,5,11,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True,,
Cycling Nepal,5,10,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Gurja Himal Treks,5,4,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
City & Guides,5,4,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Asia Buddhist Tours & Treks,5,6,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Miracle SPA,5,5,['Spas'],False,False,False,False,False,True,False,False,False,,
Urban Adventures Pokhara,4.5,10,"['Cultural Tours', 'Shopping Tours']",False,True,False,False,False,False,False,False,True,,
Pinnacle Treks and Expedition,5,5,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Himalayan Sherpa Adventure,5,5,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Amazing Authentic Treks,4.5,8,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Lets Go Hiking Nepal Treks,5,4,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Om's Safari Tours,5,4,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Mountain Challenger Trek and Expedition,5,4,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True,,
Yogi-nomad,5,18,['Spas'],False,False,False,False,False,True,False,False,False,,
Association Moey,5,4,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False,,
Mandara Spa & Wellness Center,4.5,7,['Spas'],False,False,False,False,False,True,False,False,False,,
Adventure Steps Nepal,5,10,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Royal Himalayan Safari,5,4,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Yoga for Everyone,5,5,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Himalayan club Tours and Travel,5,4,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Club OMG,4,12,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
Sisa Holidays Tours,5,4,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Medieval Tours & Travels,5,18,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False,,
Private Nagarkot Hiking Day Tour,4.5,8,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Touch Kailash Travels & Tours,4,16,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Lets Trip Nepal,5,4,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Galaxy World Travels,5,5,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Superb Catalyst Trekking and Tour PvtLtd,5,4,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
De Himalaya,5,6,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Everything Elephant,5,4,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False,,
Community Homestay Network,5,4,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Alliance Treks and Expeditions,4.5,9,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Tibetan Naro Tsalung Yoga & Mindfulness,5,4,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Refresh Spa,5,9,['Spas'],False,False,False,False,False,True,False,False,False,,
Himalayan Trails Trekking & Climbing Pvt Ltd,5,36,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Himalaya Heli,5,4,['Helicopter Tours'],False,False,True,True,False,False,False,False,False,,
Council Travel & Tours,5,4,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False,,
Summit Nepal Trekking - Day Tours,5,5,"['Bike Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Sewa Responsible Travel,5,4,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Community Nepal Tours and Travels,5,4,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
MyNepalonline,5,4,"['Cultural Tours', 'Safaris']",False,True,False,False,False,False,False,False,True,,
Everest Vacation,4.5,6,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Ojas Spa,4.5,8,['Spas'],False,False,False,False,False,True,False,False,False,,
Altitude Himalaya,5,4,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Gallery Himalaya Treks & Expedition,5,5,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Trans Himalayan Tour & Trekking,5,4,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Zen Adventure Holidays,5,4,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
Hiker Himalaya Treks & Expedition Pvt Ltd,5,4,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Namaste Journeys,5,4,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Green Holidays Trekking,5,5,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Hotel Rhino Land,5,4,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Metro Everest Treks & Expedition,4.5,5,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Plan Nepal Treks & Expedition,5,4,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Nepal experience tour trek and travel company,5,4,"['Safaris', 'Taxis & Shuttles']",False,False,True,True,False,False,False,False,False,,
Thamel Travels and Tours,5,510,['Archaeology Tours'],True,True,False,True,False,False,False,False,True,,
The Blue Space Nepal,5,4,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Incredible Mountains,5,4,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Anu Treks International - Private Day Tours,5,26,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False,,
UpHimalayas,5,4,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Base Camp Everest trek,5,4,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Everest One,5,4,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Star World Tours & Travels P Ltd,5,4,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Karma Holidays,5,4,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False,,
Pokhara Nepal Dance Lessons,5,4,['Lessons & Workshops'],False,False,False,False,False,False,False,True,False,,
Everest Cooking Class and Meal in a Kathmandu Grill Restaurant & Wine Bar,5,4,['Cooking Classes'],False,False,False,False,False,False,True,False,False,,
Great Wall Nepal,4.5,11,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Angel Hands Cashmere Store,5,6,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Trekking the Himalaya,5,5,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Red Reach Himalaya Trek,5,4,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Quad Bike Nepal,5,4,"['4WD, ATV & Off-Road Tours', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Trekking Pro,5,5,"['Parasailing & Paragliding', 'City Tours']",False,False,False,True,False,False,False,False,False,,
Nature Knit,4,10,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Ever Green Trekking,4.5,8,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Grade Five Adventures Nepal,5,9,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
Ski Guides Nepal,5,9,"['Multi-day Tours', 'Ski & Snow Tours']",True,False,False,False,False,False,False,False,False,,
Evergreen Paragliding,5,6,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Travel himalaya Nepal Treks,5,17,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Ace Hiking,5,4,"['Walking Tours', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False,,
Chamling Spa & Beauty Parlour,5,21,['Spas'],False,False,False,False,False,True,False,False,False,,
8 Eyes Travel,5,4,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Wanderer - Private Day Tours,5,6,"['Historical & Heritage Tours', 'Private Tours']",True,True,False,False,False,False,False,False,False,,
Masseur SPA,5,3,['Adrenaline & Extreme Tours'],False,False,True,True,False,False,False,False,False,,
One Tree Stop,5,5,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Trip Concern Pvt ltd,5,10,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
AmaDablam Adventures,4.5,6,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False,,
La'Asia Salon and Spa,5,3,['Spas'],False,False,False,False,False,True,False,False,False,,
Tenjin Eco Trek,5,4,"['Climbing Tours', 'Hiking Trails']",False,False,True,True,False,False,False,False,False,,
Himalaya Caravan Adventure,4.5,7,['Other Outdoor Activities'],False,False,False,False,True,False,False,False,False,,
Traveling Spoon,5,4,"['Cooking Classes', 'Food Tours']",False,False,False,False,False,False,True,False,False,,
Rum Doodle,3.5,73,['Bars & Clubs'],False,False,False,False,True,False,False,False,False,,
